# BaseBuilder station data harvested from UBER-MODS-v8.00-MOHAA (searingwolfe/UBER-MODS-v8.00-MOHAA),
# alienx/basebuild.scr's per-map `exec ...::basebuild ( origin ) "model" ...` station placements.
# '# map <name> main <params>' rows carry the map's basebuild::main args; data rows are '<map>	<station args>'.
# Consumed by docs/tools/gen_basebuild_maps.py -> coop_mod/mp_basebuild_stations.scr. Do not hand-edit.
# map	m1l1	main	800 1000 500 1 1 0 0 0
mohdm1	( 743.83 2450.43 384.13 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm1	( 643.83 2650.43 384.13 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm1	( 543.83 2650.43 384.13 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
# map	mohdm2	main	800 1000 500 1 1 0 0 0
mohdm2	( -3457 -2241 -48 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm2	( -3457 -2091 -82 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm2	( -3457 -1941 -77 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm2	( -3457 -1791 -48 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm2	( -3432 -1641 -31 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm2	( -3432 -1491 -26 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm2	( 268 350 13 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm2	( 268 500 21 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm2	( 268 650 21 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm2	( 268 800 28 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm2	( 223 965 39 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm2	( 113 1064 19 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
# map	mohdm3	main	800 1000 500 1 1 0 0 0
mohdm3	( 1513 -795 -63 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm3	( 1513 -670 -63 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm3	( 1513 -549 -63 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm3	( 1519 47 -63 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm3	( 1446 142 -63 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm3	( 1367 256 -63 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm3	( 5729 -2037 8 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm3	( 5651 -1946 8 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm3	( 5547 -1855 8 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm3	( 5172 -1723 8 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm3	( 5037 -1646 8 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm3	( 4915 -1570 8 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
# map	mohdm4	main	800 1000 500 1 1 0 0 0
mohdm4	( 299 -1957 240 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm4	( 299 -1857 240 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm4	( 299 -1757 240 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm4	( 299 -1657 240 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm4	( 299 -1557 240 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm4	( 299 -1457 240 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm4	( -219 4078 248 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm4	( -219 3978 248 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm4	( -219 3878 248 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm4	( -219 3778 248 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm4	( -219 3678 248 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm4	( -219 3578 248 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
# map	mohdm5	main	800 1000 500 1 1 0 0 0
mohdm5	( 5048 -5433 156 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm5	( 5048 -5533 156 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm5	( 5048 -5633 156 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm5	( 5048 -5733 158 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm5	( 5048 -5833 161 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm5	( 5048 -5933 164 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm5	( -1312 -5219 155 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm5	( -1312 -5319 157 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm5	( -1312 -5419 160 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm5	( -1312 -5519 172 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm5	( -1312 -5619 180 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm5	( -1312 -5719 186 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
# map	mohdm6	main	800 1000 500 1 1 0 0 0
mohdm6	( -1146 123 496 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm6	( -1146 223 496 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm6	( -1146 323 496 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm6	( -1146 423 496 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm6	( -1146 523 496 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm6	( -1146 623 496 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm6	( 1238 601 304 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm6	( 1238 501 304 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm6	( 1238 401 304 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm6	( 1238 301 304 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm6	( 1238 201 304 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm6	( 1238 101 304 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
# map	mohdm7	main	800 1000 500 1 1 0 0 0
mohdm7	( 972 211 -152 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm7	( 972 111 -152 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm7	( 962 11 -152 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm7	( 952 -111 -152 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm7	( 962 -211 -152 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm7	( 972 -311 -152 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
mohdm7	( -2471 1960 0 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .75 0 0 1
mohdm7	( -2471 1864 0 ) "statweapons/flak88turret.tik" 1 1 .35 0 90 .25 0 0 1
mohdm7	( -2471 1764 0 ) "static/bunkertable.tik" 1 1 1 0 90 1 0 1 1
mohdm7	( -2471 1664 0 ) "static/indycrate.tik" 1 0 1 0 90 .5 0 0 1
mohdm7	( -2471 1564 0 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
mohdm7	( -2471 1464 0 ) "static/indycrate.tik" 1 1 0 1 90 .5 1 0 1
# map	train_to_hell	main	800 1000 500 1 1 0 0 0
# map	training	main	800 1000 500 1 1 0 0 0
training	( -5565.13 235.04 -315.18 ) "static/indycrate.tik" 1 1 0 0 90 .5 0 0 1
training	( -5443.51 231.19 -316.27 ) "statweapons/mg42_gun.tik" 1 0 1 0 90 .5 0 0 1
training	( -5694.69 240.89 -313.46 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
training	( -5324.40 235.89 -314.94 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
training	( -5200.78 237.57 -314.47 ) "static/static_cablespool_full.tik" 1 .5 0 .5 90 .5 0 0 1
training	( -4999.63 245.59 -312.22 ) "static/barbwire.tik" 1 .5 0 .5 90 .5 0 0 1
training	( -4859.10 257.78 -309.88 ) "static/static_naziflag1.tik" 1 0 0 1 90 .5 0 0 1
training	( -4769.34 -343.37 -309.88 ) "static/static_nazibanner.tik" 1 .5 0 .5 90 .5 0 0 0
training	( -4898.50 -336.95 -309.88 ) "static/bush_full.tik" 1 .5 0 .5 90 .5 0 0 0
training	( -5174.00 -323.54 -309.88 ) "static/bodies_tarp.tik" 1 .5 0 .5 90 .5 1 0 1
training	( -5036.15 -319.33 -309.87 ) "static/banquet_table.tik" 1 1 1 0 90 .5 0 0 1
training	( -103.40 -2553.06 -387.88 ) "static/indycrate.tik" 1 1 0 0 90 .5 0 0 1
training	( -0.16 -2550.78 -387.88 ) "statweapons/mg42_gun.tik" 1 0 1 0 90 .5 0 0 1
training	( 313.33 -3082.86 -382.76 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
training	( 125.57 -2544.04 -387.88 ) "static/sandbag_link_main.tik" 1 0 0 1 90 .5 0 0 1
training	( 220.05 -2548.50 -387.88 ) "static/banquet_table.tik" 1 1 1 0 90 .5 0 0 1
training	( 317.74 -2548.53 -387.88 ) "static/barbwire.tik" 1 0 1 0 90 .5 0 0 1
training	( 448.02 -2548.05 -387.88 ) "static/bookcase.tik" 1 .5 0 .5 90 .5 0 0 1
training	( 441.63 -3077.69 -385.37 ) "static/bush_full.tik" 1 .5 0 .5 90 .5 0 0 0
training	( 186.90 -3085.76 -381.03 ) "static/bodies_tarp.tik" 1 0 1 0 90 .5 1 0 1
training	( 3149.42 -1882.34 -331.88 ) "static/indycrate.tik" 1 1 0 0 90 .5 0 0 1
training	( 3065.61 -1897.32 -403.88 ) "static/sandbag_longsegment.tik" 1 0 0 1 90 .2 0 0 1
training	( 3001.14 -1897.74 -403.88 ) "statweapons/flak88turret.tik" 1 1 .5 0 90 .25 0 0 1
training	( 2893.05 -1899.73 -403.88 ) "static/banquet_table.tik" 1 .5 0 .5 90 .5 0 0 1
training	( 2828.43 -1901.85 -403.88 ) "static/bush_full.tik" 1 .5 0 .5 90 .5 0 0 0
training	( 2680.65 -1910.80 -403.88 ) "static/bodies_tarp.tik" 1 0 1 0 90 .5 1 0 1
training	( 4449.83 -1703.82 -387.63 ) "static/cabinet_large.tik" 1 0 1 0 90 .5 0 0 1
training	( 5315.39 -1961.07 -403.88 ) "static/indycrate.tik" 1 1 0 0 90 .5 0 0 1
training	( 5742.79 -1710.93 -403.88 ) "statweapons/mg42_gun.tik" 1 1 0 0 90 .5 0 0 1
training	( 5636.34 -2012.42 -403.88 ) "static/bookcase.tik" 1 .5 0 .5 90 .5 0 1 1
training	( 5566.49 -1923.51 -403.88 ) "static/static_naziflag1.tik" 1 0 0 1 90 .2 0 0 1
training	( 5712.05 -1936.09 -403.88 ) "static/sandbag_link_main.tik" 1 0 1 0 90 .5 0 0 1
# map	void	main	800 1000 500 1 1 0 0 1
void	( -80 -82 608 ) "static/heat_crate.tik" 1 1 0 0 90 .3 0 0 1
void	( -80 82 615 ) "statweapons/mg42_gun.tik" 1 0 1 0 90 .3 0 0 1
void	( 80 82 615 ) "static/bodies_tarp.tik" 1 0 0 1 90 .7 0 1 1
void	( 80 -82 608 ) "static/static_naziflag1.tik" 1 1 1 0 90 .3 1 0 1
